A,B,P,private_key_a,private_key_b,x_a,y_a,hashpoint_a,x_b,y_b,hashpoint_b,x_secret,y_secret,secret_in_hash,order, time(ms)
6,47,2003,11400714819323302513,11400714819323231248,856,1927,11400714819323255082,464,225,11400714819323228346,1201,561,11400714819323277059,2067,7
6,50,2003,11400714819323305692,11400714819323231636,531,940,11400714819323234070,1270,1397,11400714819323282609,404,1539,11400714819323225833,2090,7
6,54,2003,11400714819323302770,11400714819323231313,1684,394,11400714819323306704,1723,1029,11400714819323311667,1987,1173,11400714819323327641,2072,7
6,55,2003,11400714819323301777,11400714819323231083,0,1523,11400714819323200008,212,267,11400714819323212417,1436,248,11400714819323289832,2013,8
6,57,2003,11400714819323303864,11400714819323232086,12,548,11400714819323199792,542,981,11400714819323233775,1737,1565,11400714819323310317,2056,7
6,60,2003,11400714819323300440,11400714819323230824,1715,1201,11400714819323308417,1915,1306,11400714819323324086,1135,350,11400714819323272737,2028,7
6,66,2003,11400714819323301338,11400714819323230888,1816,1657,11400714819323317580,1607,671,11400714819323302978,1225,42,11400714819323276152,2025,6
6,67,2003,11400714819323300003,11400714819323231659,1931,1051,11400714819323323225,44,690,11400714819323202046,588,1010,11400714819323236822,2040,10
6,70,2003,11400714819323300699,11400714819323230761,1914,1283,11400714819323323916,1324,869,11400714819323285225,442,807,11400714819323228048,2033,6
6,71,2003,11400714819323303929,11400714819323232086,1439,826,11400714819323293161,211,898,11400714819323212888,449,1061,11400714819323228459,2054,7
6,73,2003,11400714819323302970,11400714819323232146,922,414,11400714819323258499,1993,481,11400714819323327969,660,1032,11400714819323242326,2058,7
6,74,2003,11400714819323298294,11400714819323231204,1562,76,11400714819323298429,627,163,11400714819323238503,650,496,11400714819323241389,2005,6
6,75,2003,11400714819323298294,11400714819323231204,1461,1478,11400714819323295037,768,629,11400714819323247690,1861,15,11400714819323316336,2005,7
6,76,2003,11400714819323303782,11400714819323232023,461,1298,11400714819323229463,1544,578,11400714819323299793,640,1543,11400714819323240508,2052,7
6,78,2003,11400714819323303782,11400714819323232023,1436,371,11400714819323289715,1580,1466,11400714819323299958,584,1940,11400714819323237491,2052,6
6,82,2003,11400714819323301492,11400714819323231141,1660,1093,11400714819323307653,1479,1846,11400714819323294651,1155,119,11400714819323271919,2007,6
6,83,2003,11400714819323301014,11400714819323230953,501,1201,11400714819323232118,475,726,11400714819323230202,1064,67,11400714819323265866,2018,8
6,91,2003,11400714819323303292,11400714819323232211,575,185,11400714819323236130,1100,1248,11400714819323269444,1697,1009,11400714819323309903,2062,7
6,92,2003,11400714819323301516,11400714819323231141,689,1026,11400714819323244466,1988,990,11400714819323327776,689,1026,11400714819323244466,2008,6
6,93,2003,11400714819323302216,11400714819323231517,1625,649,11400714819323301933,1585,432,11400714819323301280,1506,275,11400714819323294402,2082,8
6,95,2003,11400714819323302448,11400714819323231248,1056,594,11400714819323265871,1656,822,11400714819323304081,932,534,11400714819323259824,2068,7
6,96,2003,11400714819323303411,11400714819323232211,1886,835,11400714819323322353,329,1742,11400714819323221052,1619,260,11400714819323303230,2065,7
6,98,2003,11400714819323302707,11400714819323231313,1567,870,11400714819323301597,648,1527,11400714819323242022,51,1839,11400714819323203619,2073,6
7,3,2003,11400714819323300003,11400714819323231659,109,1455,11400714819323207026,81,85,11400714819323203823,1097,10,11400714819323267896,2040,9
7,7,2003,11400714819323301581,11400714819323231083,180,1007,11400714819323211141,1976,1479,11400714819323328114,1581,1854,11400714819323303475,2010,7
7,17,2003,11400714819323302640,11400714819323231313,180,1376,11400714819323211286,26,929,11400714819323201062,1566,1003,11400714819323301657,2070,7
7,21,2003,11400714819323302577,11400714819323231313,1959,752,11400714819323325705,440,1728,11400714819323228411,1608,1347,11400714819323302562,2071,6
7,22,2003,11400714819323300003,11400714819323231659,1129,174,11400714819323272308,1755,1525,11400714819323313243,852,699,11400714819323254769,2040,7
7,25,2003,11400714819323300440,11400714819323230824,322,1150,11400714819323220001,1177,1937,11400714819323277205,1617,538,11400714819323302482,2028,7
7,26,2003,11400714819323305476,11400714819323231580,851,415,11400714819323252763,1395,1494,11400714819323290996,1987,620,11400714819323328242,2088,8
7,32,2003,11400714819323301014,11400714819323230953,103,486,11400714819323205555,775,1498,11400714819323250551,124,1207,11400714819323207575,2018,6
7,33,2003,11400714819323299943,11400714819323231722,565,283,11400714819323234504,662,533,11400714819323242201,172,276,11400714819323209976,2036,6
7,37,2003,11400714819323301079,11400714819323230953,1503,1961,11400714819323296042,937,1358,11400714819323260708,1538,954,11400714819323299789,2020,8
7,40,2003,11400714819323300772,11400714819323231722,604,1524,11400714819323239420,1600,246,11400714819323300059,1148,1383,11400714819323274727,2035,6
7,42,2003,11400714819323303411,11400714819323232211,1433,1389,11400714819323292849,345,24,11400714819323220890,1433,1389,11400714819323292849,2064,9
7,43,2003,11400714819323301205,11400714819323230888,505,630,11400714819323231408,581,213,11400714819323235582,1212,1273,11400714819323278721,2022,7
7,44,2003,11400714819323303782,11400714819323232023,985,193,11400714819323262933,934,1192,11400714819323259008,64,541,11400714819323203074,2052,7
7,45,2003,11400714819323300883,11400714819323231018,144,867,11400714819323208460,1103,1928,11400714819323272255,1643,1236,11400714819323304744,2016,8
7,49,2003,11400714819323301581,11400714819323231083,1007,394,11400714819323263413,199,1339,11400714819323212678,740,1135,11400714819323246809,2010,5
7,50,2003,11400714819323302216,11400714819323231517,1455,1696,11400714819323292239,1166,1258,11400714819323273516,480,429,11400714819323230170,2082,7
7,51,2003,11400714819323302640,11400714819323231313,568,1848,11400714819323237347,225,1526,11400714819323214434,496,1112,11400714819323231513,2070,6
7,53,2003,11400714819323303411,11400714819323232211,29,1221,11400714819323201596,394,1623,11400714819323225284,29,1221,11400714819323201596,2064,8
7,55,2003,11400714819323300003,11400714819323231659,137,834,11400714819323207984,1371,1184,11400714819323288976,1734,1043,11400714819323311519,2040,8
7,56,2003,11400714819323303229,11400714819323232211,1926,117,11400714819323320429,1675,1382,11400714819323306838,1042,1022,11400714819323265413,2063,6
7,57,2003,11400714819323303864,11400714819323232086,87,168,11400714819323204293,1500,720,11400714819323294336,1910,1110,11400714819323320510,2056,7
7,60,2003,11400714819323301338,11400714819323230888,210,752,11400714819323212651,1882,294,11400714819323318987,1639,613,11400714819323305908,2025,6
7,61,2003,11400714819323298294,11400714819323231204,1615,1536,11400714819323302183,1354,809,11400714819323287130,1447,1099,11400714819323293230,2005,9
7,62,2003,11400714819323302861,11400714819323231391,560,952,11400714819323235945,35,1193,11400714819323201957,505,1211,11400714819323231863,2074,6
7,63,2003,11400714819323302640,11400714819323231313,276,1208,11400714819323217670,1957,81,11400714819323322410,698,520,11400714819323244529,2070,8
7,64,2003,11400714819323303782,11400714819323232023,793,1808,11400714819323250994,1220,30,11400714819323275936,1796,1659,11400714819323314773,2052,6
7,65,2003,11400714819323301014,11400714819323230953,1600,1531,11400714819323303392,1620,1507,11400714819323305689,1905,40,11400714819323321640,2018,7
7,67,2003,11400714819323301014,11400714819323230953,549,368,11400714819323233643,147,1093,11400714819323209133,478,267,11400714819323229385,2019,7
7,69,2003,11400714819323303533,11400714819323231956,301,347,11400714819323218390,29,25,11400714819323200360,839,1614,11400714819323254707,2046,7
7,72,2003,11400714819323300440,11400714819323230824,747,1245,11400714819323248263,239,1918,11400714819323215713,958,738,11400714819323260120,2028,7
7,75,2003,11400714819323302513,11400714819323231248,636,1302,11400714819323241142,345,1221,11400714819323221545,1064,1657,11400714819323267504,2067,7
7,77,2003,11400714819323303719,11400714819323232023,1212,1583,11400714819323279055,1609,1280,11400714819323302574,1087,1837,11400714819323269166,2053,6
7,81,2003,11400714819323303411,11400714819323232211,869,1902,11400714819323256569,1482,794,11400714819323295467,1830,428,11400714819323317804,2065,7
7,83,2003,11400714819323303533,11400714819323231956,915,1391,11400714819323258043,1139,447,11400714819323273155,1728,638,11400714819323311747,2046,6
7,85,2003,11400714819323302861,11400714819323231391,1090,152,11400714819323267711,1025,1484,11400714819323266848,1640,1203,11400714819323304458,2075,7
7,87,2003,11400714819323301014,11400714819323230953,696,166,11400714819323242961,1912,1898,11400714819323323429,1342,57,11400714819323283491,2018,7
7,88,2003,11400714819323301275,11400714819323230888,1106,112,11400714819323270731,1786,1338,11400714819323316087,1106,112,11400714819323270731,2024,9
7,89,2003,11400714819323301581,11400714819323231083,1227,358,11400714819323278758,1796,380,11400714819323316054,1278,750,11400714819323280188,2010,8
7,90,2003,11400714819323305476,11400714819323231636,1474,1988,11400714819323293707,1816,153,11400714819323315052,900,169,11400714819323256091,2089,7
7,92,2003,11400714819323300003,11400714819323231659,433,599,11400714819323226793,1325,1983,11400714819323286898,1340,1323,11400714819323286707,2040,7
7,93,2003,11400714819323303589,11400714819323232023,207,1551,11400714819323213528,1503,1581,11400714819323297446,1347,249,11400714819323284061,2050,7
7,98,2003,11400714819323301646,11400714819323231083,1733,1357,11400714819323310742,936,1847,11400714819323260318,1287,1213,11400714819323283156,2011,6
8,1,2003,11400714819323303864,11400714819323232086,676,924,11400714819323243518,1781,671,11400714819323312964,1739,316,11400714819323311880,2055,7
8,6,2003,11400714819323300440,11400714819323230824,1689,1670,11400714819323309080,1127,1792,11400714819323271561,1172,822,11400714819323273700,2028,7
8,14,2003,11400714819323300504,11400714819323230824,1307,1317,11400714819323284571,502,828,11400714819323231416,230,1504,11400714819323214664,2029,6
8,18,2003,11400714819323302448,11400714819323231248,1183,231,11400714819323273596,1524,1765,11400714819323298947,485,1800,11400714819323231539,2068,6
8,19,2003,11400714819323302707,11400714819323231313,1137,1411,11400714819323271813,755,1686,11400714819323249364,1504,990,11400714819323296907,2073,10
8,20,2003,11400714819323300270,11400714819323231893,285,1890,11400714819323218915,63,14,11400714819323202509,218,1761,11400714819323214198,2045,7
8,22,2003,11400714819323300129,11400714819323231893,470,1355,11400714819323229827,633,271,11400714819323240059,1101,1352,11400714819323269629,2043,6
8,25,2003,11400714819323303411,11400714819323232211,234,1290,11400714819323214643,1535,175,11400714819323296764,234,1290,11400714819323214643,2064,6
8,33,2003,11400714819323300192,11400714819323231893,240,872,11400714819323214665,249,950,11400714819323215536,676,163,11400714819323241669,2042,7
8,36,2003,11400714819323305476,11400714819323231636,772,760,11400714819323249610,467,900,11400714819323229470,1061,887,11400714819323268592,2089,7
8,38,2003,11400714819323301014,11400714819323230953,1849,788,11400714819323316238,1677,1146,11400714819323307007,870,1418,11400714819323254942,2019,6
8,41,2003,11400714819323301646,11400714819323231083,26,1098,11400714819323201279,895,1899,11400714819323258720,237,1996,11400714819323215793,2011,7
8,42,2003,11400714819323303929,11400714819323232086,1457,420,11400714819323293396,1076,1961,11400714819323270655,1894,110,11400714819323318458,2054,6
8,48,2003,11400714819323303103,11400714819323232146,761,1947,11400714819323248727,1364,277,11400714819323287083,1115,266,11400714819323269294,2060,7
8,49,2003,11400714819323303103,11400714819323232146,709,1866,11400714819323246485,979,1716,11400714819323263918,1300,1304,11400714819323282022,2060,7
8,50,2003,11400714819323298294,11400714819323231204,1661,1393,11400714819323307032,118,1448,11400714819323207468,449,1340,11400714819323229120,2005,9
8,53,2003,11400714819323301079,11400714819323230953,908,1420,11400714819323258376,1705,268,11400714819323309986,359,465,11400714819323221656,2020,7
8,54,2003,11400714819323300192,11400714819323231893,1954,441,11400714819323326356,293,957,11400714819323218046,26,436,11400714819323200597,2042,6
8,56,2003,11400714819323302970,11400714819323232146,1628,1886,11400714819323304534,104,1301,11400714819323206444,1148,1363,11400714819323274747,2058,7
8,58,2003,11400714819323301902,11400714819323231454,854,219,11400714819323252755,625,1444,11400714819323239652,803,1011,11400714819323251379,2078,7
8,59,2003,11400714819323301516,11400714819323231141,207,1220,11400714819323212803,1603,491,11400714819323303443,207,1220,11400714819323212803,2008,9
8,60,2003,11400714819323301581,11400714819323231083,1412,38,11400714819323288344,374,388,11400714819323222528,819,263,11400714819323251099,2010,12
8,62,2003,11400714819323301902,11400714819323231454,364,1427,11400714819323223151,1910,1605,11400714819323324097,903,1796,11400714819323258429,2078,7
8,63,2003,11400714819323301275,11400714819323230888,245,617,11400714819323214606,505,643,11400714819323231407,245,617,11400714819323214606,2024,6
8,65,2003,11400714819323301581,11400714819323231083,622,1288,11400714819323240278,997,1644,11400714819323264863,816,139,11400714819323251292,2010,6
8,66,2003,11400714819323301492,11400714819323231141,896,899,11400714819323257848,433,1625,11400714819323227819,1192,1144,11400714819323277087,2007,7
8,68,2003,11400714819323301492,11400714819323231141,1920,698,11400714819323324207,630,1739,11400714819323241099,760,1580,11400714819323249159,2007,7
8,69,2003,11400714819323300883,11400714819323231018,1239,1583,11400714819323280878,710,911,11400714819323245331,1796,1634,11400714819323314748,2016,6
8,70,2003,11400714819323303346,11400714819323231248,50,177,11400714819323201888,625,5,11400714819323239047,756,1818,11400714819323249176,2066,7
8,74,2003,11400714819323303864,11400714819323232086,684,1513,11400714819323244293,820,1081,11400714819323252015,1538,609,11400714819323299444,2055,8
